Week_end,Indicator,High_industry,Value
2021-10-03,Number of paid jobs - 20 days,Total,2029520
2021-10-03,Number of paid jobs - 20 days,A Primary,78870
2021-10-03,Number of paid jobs - 20 days,B Goods Producing,373160
2021-10-03,Number of paid jobs - 20 days,C Services,1524950
2021-10-03,Number of paid jobs - 20 days,Z No Match,52540
2021-10-03,Number of paid jobs - 6 days,Total,839750
2021-10-03,Number of paid jobs - 6 days,A Primary,33080
2021-10-03,Number of paid jobs - 6 days,B Goods Producing,268670
2021-10-03,Number of paid jobs - 6 days,C Services,495020
2021-10-03,Number of paid jobs - 6 days,Z No Match,42980
2021-10-10,Number of paid jobs - 34 days,Total,2297650
2021-10-10,Number of paid jobs - 34 days,A Primary,102740
2021-10-10,Number of paid jobs - 34 days,B Goods Producing,433430
2021-10-10,Number of paid jobs - 34 days,C Services,1702340
2021-10-10,Number of paid jobs - 34 days,Z No Match,59150
2021-10-10,Number of paid jobs - 20 days,Total,2022520
2021-10-10,Number of paid jobs - 20 days,A Primary,79240
2021-10-10,Number of paid jobs - 20 days,B Goods Producing,372540
2021-10-10,Number of paid jobs - 20 days,C Services,1517680
2021-10-10,Number of paid jobs - 20 days,Z No Match,53050
2021-10-10,Number of paid jobs - 6 days,Total,854490
2021-10-10,Number of paid jobs - 6 days,A Primary,34060
2021-10-10,Number of paid jobs - 6 days,B Goods Producing,269200
2021-10-10,Number of paid jobs - 6 days,C Services,512470
2021-10-10,Number of paid jobs - 6 days,Z No Match,38770
2021-10-17,Number of paid jobs - 34 days,Total,2296960
2021-10-17,Number of paid jobs - 34 days,A Primary,104950
2021-10-17,Number of paid jobs - 34 days,B Goods Producing,436110
2021-10-17,Number of paid jobs - 34 days,C Services,1699360
2021-10-17,Number of paid jobs - 34 days,Z No Match,56540
2021-10-17,Number of paid jobs - 20 days,Total,2019570
2021-10-17,Number of paid jobs - 20 days,A Primary,80850
2021-10-17,Number of paid jobs - 20 days,B Goods Producing,374200
2021-10-17,Number of paid jobs - 20 days,C Services,1510960
2021-10-17,Number of paid jobs - 20 days,Z No Match,53570
2021-10-17,Number of paid jobs - 6 days,Total,731510
2021-10-17,Number of paid jobs - 6 days,A Primary,28100
2021-10-17,Number of paid jobs - 6 days,B Goods Producing,236290
2021-10-17,Number of paid jobs - 6 days,C Services,427870
2021-10-17,Number of paid jobs - 6 days,Z No Match,39250
2021-10-24,Number of paid jobs - 34 days,Total,2313340
2021-10-24,Number of paid jobs - 34 days,A Primary,106120
2021-10-24,Number of paid jobs - 34 days,B Goods Producing,437320
2021-10-24,Number of paid jobs - 34 days,C Services,1713080
2021-10-24,Number of paid jobs - 34 days,Z No Match,56830
2021-10-24,Number of paid jobs - 20 days,Total,2035270
2021-10-24,Number of paid jobs - 20 days,A Primary,82800
2021-10-24,Number of paid jobs - 20 days,B Goods Producing,374820
2021-10-24,Number of paid jobs - 20 days,C Services,1523650
2021-10-24,Number of paid jobs - 20 days,Z No Match,53990
2021-10-24,Number of paid jobs - 6 days,Total,821890
2021-10-24,Number of paid jobs - 6 days,A Primary,32200
2021-10-24,Number of paid jobs - 6 days,B Goods Producing,257940
2021-10-24,Number of paid jobs - 6 days,C Services,490150
2021-10-24,Number of paid jobs - 6 days,Z No Match,41610
2021-10-31,Number of paid jobs - 34 days,Total,2320720
2021-10-31,Number of paid jobs - 34 days,A Primary,106300
2021-10-31,Number of paid jobs - 34 days,B Goods Producing,439330
2021-10-31,Number of paid jobs - 34 days,C Services,1717920
2021-10-31,Number of paid jobs - 34 days,Z No Match,57170
2021-10-31,Number of paid jobs - 20 days,Total,2044800
2021-10-31,Number of paid jobs - 20 days,A Primary,83330
2021-10-31,Number of paid jobs - 20 days,B Goods Producing,377880
2021-10-31,Number of paid jobs - 20 days,C Services,1532140
2021-10-31,Number of paid jobs - 20 days,Z No Match,51440
2021-10-31,Number of paid jobs - 6 days,Total,870910
2021-10-31,Number of paid jobs - 6 days,A Primary,35910
2021-10-31,Number of paid jobs - 6 days,B Goods Producing,274460
2021-10-31,Number of paid jobs - 6 days,C Services,518210
2021-10-31,Number of paid jobs - 6 days,Z No Match,42320
2021-11-07,Number of paid jobs - 34 days,Total,2322130
2021-11-07,Number of paid jobs - 34 days,A Primary,106590
2021-11-07,Number of paid jobs - 34 days,B Goods Producing,439260
2021-11-07,Number of paid jobs - 34 days,C Services,1719180
2021-11-07,Number of paid jobs - 34 days,Z No Match,57100
2021-11-07,Number of paid jobs - 20 days,Total,2048550
2021-11-07,Number of paid jobs - 20 days,A Primary,83270
2021-11-07,Number of paid jobs - 20 days,B Goods Producing,379120
2021-11-07,Number of paid jobs - 20 days,C Services,1534720
2021-11-07,Number of paid jobs - 20 days,Z No Match,51450
2021-11-07,Number of paid jobs - 6 days,Total,872920
2021-11-07,Number of paid jobs - 6 days,A Primary,36200
2021-11-07,Number of paid jobs - 6 days,B Goods Producing,274040
2021-11-07,Number of paid jobs - 6 days,C Services,519910
2021-11-07,Number of paid jobs - 6 days,Z No Match,42780
2021-11-14,Number of paid jobs - 34 days,Total,2334150
2021-11-14,Number of paid jobs - 34 days,A Primary,108630
2021-11-14,Number of paid jobs - 34 days,B Goods Producing,441490
2021-11-14,Number of paid jobs - 34 days,C Services,1726550
2021-11-14,Number of paid jobs - 34 days,Z No Match,57470
2021-11-14,Number of paid jobs - 20 days,Total,2056680
2021-11-14,Number of paid jobs - 20 days,A Primary,84960
2021-11-14,Number of paid jobs - 20 days,B Goods Producing,380460
2021-11-14,Number of paid jobs - 20 days,C Services,1539230
2021-11-14,Number of paid jobs - 20 days,Z No Match,52020
2021-11-14,Number of paid jobs - 6 days,Total,877410
2021-11-14,Number of paid jobs - 6 days,A Primary,37470
2021-11-14,Number of paid jobs - 6 days,B Goods Producing,275530
2021-11-14,Number of paid jobs - 6 days,C Services,523780
2021-11-14,Number of paid jobs - 6 days,Z No Match,40640
2021-11-21,Number of paid jobs - 34 days,Total,2356660
2021-11-21,Number of paid jobs - 34 days,A Primary,112170
2021-11-21,Number of paid jobs - 34 days,B Goods Producing,445110
2021-11-21,Number of paid jobs - 34 days,C Services,1740460
2021-11-21,Number of paid jobs - 34 days,Z No Match,58920
2021-11-21,Number of paid jobs - 20 days,Total,2076140
2021-11-21,Number of paid jobs - 20 days,A Primary,87440
2021-11-21,Number of paid jobs - 20 days,B Goods Producing,383980
2021-11-21,Number of paid jobs - 20 days,C Services,1551490
2021-11-21,Number of paid jobs - 20 days,Z No Match,53230
2021-11-21,Number of paid jobs - 6 days,Total,884020
2021-11-21,Number of paid jobs - 6 days,A Primary,38660
2021-11-21,Number of paid jobs - 6 days,B Goods Producing,279490
2021-11-21,Number of paid jobs - 6 days,C Services,527350
2021-11-21,Number of paid jobs - 6 days,Z No Match,38520
2021-11-28,Number of paid jobs - 34 days,Total,2360780
2021-11-28,Number of paid jobs - 34 days,A Primary,113100
2021-11-28,Number of paid jobs - 34 days,B Goods Producing,446750
2021-11-28,Number of paid jobs - 34 days,C Services,1741750
2021-11-28,Number of paid jobs - 34 days,Z No Match,59180
2021-11-28,Number of paid jobs - 20 days,Total,2084330
2021-11-28,Number of paid jobs - 20 days,A Primary,89500
2021-11-28,Number of paid jobs - 20 days,B Goods Producing,385920
2021-11-28,Number of paid jobs - 20 days,C Services,1555460
2021-11-28,Number of paid jobs - 20 days,Z No Match,53450
2021-11-28,Number of paid jobs - 6 days,Total,876750
2021-11-28,Number of paid jobs - 6 days,A Primary,39830
2021-11-28,Number of paid jobs - 6 days,B Goods Producing,282380
2021-11-28,Number of paid jobs - 6 days,C Services,516020
2021-11-28,Number of paid jobs - 6 days,Z No Match,38530
2021-12-05,Number of paid jobs - 34 days,Total,2372520
2021-12-05,Number of paid jobs - 34 days,A Primary,114940
2021-12-05,Number of paid jobs - 34 days,B Goods Producing,448300
2021-12-05,Number of paid jobs - 34 days,C Services,1748900
2021-12-05,Number of paid jobs - 34 days,Z No Match,60380
2021-12-05,Number of paid jobs - 20 days,Total,2092720
2021-12-05,Number of paid jobs - 20 days,A Primary,90740
2021-12-05,Number of paid jobs - 20 days,B Goods Producing,387000
2021-12-05,Number of paid jobs - 20 days,C Services,1560140
2021-12-05,Number of paid jobs - 20 days,Z No Match,54840
2021-12-05,Number of paid jobs - 6 days,Total,895360
2021-12-05,Number of paid jobs - 6 days,A Primary,40780
2021-12-05,Number of paid jobs - 6 days,B Goods Producing,276160
2021-12-05,Number of paid jobs - 6 days,C Services,536520
2021-12-05,Number of paid jobs - 6 days,Z No Match,41890
2021-12-12,Number of paid jobs - 34 days,Total,2358520
2021-12-12,Number of paid jobs - 34 days,A Primary,114820
2021-12-12,Number of paid jobs - 34 days,B Goods Producing,447390
2021-12-12,Number of paid jobs - 34 days,C Services,1735440
2021-12-12,Number of paid jobs - 34 days,Z No Match,60870
2021-12-12,Number of paid jobs - 20 days,Total,2081760
2021-12-12,Number of paid jobs - 20 days,A Primary,90800
2021-12-12,Number of paid jobs - 20 days,B Goods Producing,386930
2021-12-12,Number of paid jobs - 20 days,C Services,1548910
2021-12-12,Number of paid jobs - 20 days,Z No Match,55120
2021-12-12,Number of paid jobs - 6 days,Total,899720
2021-12-12,Number of paid jobs - 6 days,A Primary,41990
2021-12-12,Number of paid jobs - 6 days,B Goods Producing,278220
2021-12-12,Number of paid jobs - 6 days,C Services,537390
2021-12-12,Number of paid jobs - 6 days,Z No Match,42130
2021-12-19,Number of paid jobs - 34 days,Total,2357960
2021-12-19,Number of paid jobs - 34 days,A Primary,115520
2021-12-19,Number of paid jobs - 34 days,B Goods Producing,448140
2021-12-19,Number of paid jobs - 34 days,C Services,1735950
2021-12-19,Number of paid jobs - 34 days,Z No Match,58350
2021-12-19,Number of paid jobs - 20 days,Total,2054210
2021-12-19,Number of paid jobs - 20 days,A Primary,89190
2021-12-19,Number of paid jobs - 20 days,B Goods Producing,384330
2021-12-19,Number of paid jobs - 20 days,C Services,1526000
2021-12-19,Number of paid jobs - 20 days,Z No Match,54690
2021-12-19,Number of paid jobs - 6 days,Total,911700
2021-12-19,Number of paid jobs - 6 days,A Primary,42750
2021-12-19,Number of paid jobs - 6 days,B Goods Producing,285420
2021-12-19,Number of paid jobs - 6 days,C Services,540740
2021-12-19,Number of paid jobs - 6 days,Z No Match,42790
2021-12-26,Number of paid jobs - 34 days,Total,2292320
2021-12-26,Number of paid jobs - 34 days,A Primary,112600
2021-12-26,Number of paid jobs - 34 days,B Goods Producing,442310
2021-12-26,Number of paid jobs - 34 days,C Services,1679670
2021-12-26,Number of paid jobs - 34 days,Z No Match,57740
2021-12-26,Number of paid jobs - 20 days,Total,2001270
2021-12-26,Number of paid jobs - 20 days,A Primary,87470
2021-12-26,Number of paid jobs - 20 days,B Goods Producing,377270
2021-12-26,Number of paid jobs - 20 days,C Services,1482270
2021-12-26,Number of paid jobs - 20 days,Z No Match,54260
2021-12-26,Number of paid jobs - 6 days,Total,848380
2021-12-26,Number of paid jobs - 6 days,A Primary,39740
2021-12-26,Number of paid jobs - 6 days,B Goods Producing,272660
2021-12-26,Number of paid jobs - 6 days,C Services,500470
2021-12-26,Number of paid jobs - 6 days,Z No Match,35510
2022-01-02,Number of paid jobs - 34 days,Total,2251330
2022-01-02,Number of paid jobs - 34 days,A Primary,107780
2022-01-02,Number of paid jobs - 34 days,B Goods Producing,426170
2022-01-02,Number of paid jobs - 34 days,C Services,1660160
2022-01-02,Number of paid jobs - 34 days,Z No Match,57230
2022-01-02,Number of paid jobs - 20 days,Total,1947870
2022-01-02,Number of paid jobs - 20 days,A Primary,83030
2022-01-02,Number of paid jobs - 20 days,B Goods Producing,360730
2022-01-02,Number of paid jobs - 20 days,C Services,1453870
2022-01-02,Number of paid jobs - 20 days,Z No Match,50240
2022-01-02,Number of paid jobs - 6 days,Total,736590
2022-01-02,Number of paid jobs - 6 days,A Primary,32020
2022-01-02,Number of paid jobs - 6 days,B Goods Producing,237330
2022-01-02,Number of paid jobs - 6 days,C Services,440850
2022-01-02,Number of paid jobs - 6 days,Z No Match,26390
2022-01-09,Number of paid jobs - 34 days,Total,2236990
2022-01-09,Number of paid jobs - 34 days,A Primary,109950
2022-01-09,Number of paid jobs - 34 days,B Goods Producing,426170
2022-01-09,Number of paid jobs - 34 days,C Services,1645130
2022-01-09,Number of paid jobs - 34 days,Z No Match,55740
2022-01-09,Number of paid jobs - 20 days,Total,1946720
2022-01-09,Number of paid jobs - 20 days,A Primary,85910
2022-01-09,Number of paid jobs - 20 days,B Goods Producing,362920
2022-01-09,Number of paid jobs - 20 days,C Services,1447090
2022-01-09,Number of paid jobs - 20 days,Z No Match,50800
2022-01-09,Number of paid jobs - 6 days,Total,834410
2022-01-09,Number of paid jobs - 6 days,A Primary,38770
2022-01-09,Number of paid jobs - 6 days,B Goods Producing,258770
2022-01-09,Number of paid jobs - 6 days,C Services,495350
2022-01-09,Number of paid jobs - 6 days,Z No Match,41510
2022-01-16,Number of paid jobs - 34 days,Total,2277580
2022-01-16,Number of paid jobs - 34 days,A Primary,112870
2022-01-16,Number of paid jobs - 34 days,B Goods Producing,439570
2022-01-16,Number of paid jobs - 34 days,C Services,1668570
2022-01-16,Number of paid jobs - 34 days,Z No Match,56570
2022-01-16,Number of paid jobs - 20 days,Total,1985890
2022-01-16,Number of paid jobs - 20 days,A Primary,88130
2022-01-16,Number of paid jobs - 20 days,B Goods Producing,376790
2022-01-16,Number of paid jobs - 20 days,C Services,1469010
2022-01-16,Number of paid jobs - 20 days,Z No Match,51950
2022-01-16,Number of paid jobs - 6 days,Total,859120
2022-01-16,Number of paid jobs - 6 days,A Primary,41010
2022-01-16,Number of paid jobs - 6 days,B Goods Producing,268900
2022-01-16,Number of paid jobs - 6 days,C Services,509280
2022-01-16,Number of paid jobs - 6 days,Z No Match,39930
2022-01-23,Number of paid jobs - 34 days,Total,2293520
2022-01-23,Number of paid jobs - 34 days,A Primary,113130
2022-01-23,Number of paid jobs - 34 days,B Goods Producing,445380
2022-01-23,Number of paid jobs - 34 days,C Services,1677580
2022-01-23,Number of paid jobs - 34 days,Z No Match,57430
2022-01-23,Number of paid jobs - 20 days,Total,1999760
2022-01-23,Number of paid jobs - 20 days,A Primary,88040
2022-01-23,Number of paid jobs - 20 days,B Goods Producing,382970
2022-01-23,Number of paid jobs - 20 days,C Services,1477570
2022-01-23,Number of paid jobs - 20 days,Z No Match,51170
2022-01-23,Number of paid jobs - 6 days,Total,864750
2022-01-23,Number of paid jobs - 6 days,A Primary,40300
2022-01-23,Number of paid jobs - 6 days,B Goods Producing,276480
2022-01-23,Number of paid jobs - 6 days,C Services,510480
2022-01-23,Number of paid jobs - 6 days,Z No Match,37490
2022-01-30,Number of paid jobs - 34 days,Total,2320780
2022-01-30,Number of paid jobs - 34 days,A Primary,111520
2022-01-30,Number of paid jobs - 34 days,B Goods Producing,447120
2022-01-30,Number of paid jobs - 34 days,C Services,1703430
2022-01-30,Number of paid jobs - 34 days,Z No Match,58710
2022-01-30,Number of paid jobs - 20 days,Total,2035950
2022-01-30,Number of paid jobs - 20 days,A Primary,87150
2022-01-30,Number of paid jobs - 20 days,B Goods Producing,385690
2022-01-30,Number of paid jobs - 20 days,C Services,1510930
2022-01-30,Number of paid jobs - 20 days,Z No Match,52170
2022-01-30,Number of paid jobs - 6 days,Total,869100
2022-01-30,Number of paid jobs - 6 days,A Primary,39730
2022-01-30,Number of paid jobs - 6 days,B Goods Producing,279200
2022-01-30,Number of paid jobs - 6 days,C Services,508760
2022-01-30,Number of paid jobs - 6 days,Z No Match,41400
2022-02-06,Number of paid jobs - 34 days,Total,2331350
2022-02-06,Number of paid jobs - 34 days,A Primary,110040
2022-02-06,Number of paid jobs - 34 days,B Goods Producing,449720
2022-02-06,Number of paid jobs - 34 days,C Services,1711680
2022-02-06,Number of paid jobs - 34 days,Z No Match,59910
2022-02-06,Number of paid jobs - 20 days,Total,2039910
2022-02-06,Number of paid jobs - 20 days,A Primary,85610
2022-02-06,Number of paid jobs - 20 days,B Goods Producing,386810
2022-02-06,Number of paid jobs - 20 days,C Services,1514450
2022-02-06,Number of paid jobs - 20 days,Z No Match,53040
2022-02-06,Number of paid jobs - 6 days,Total,865860
2022-02-06,Number of paid jobs - 6 days,A Primary,38590
2022-02-06,Number of paid jobs - 6 days,B Goods Producing,275470
2022-02-06,Number of paid jobs - 6 days,C Services,511050
2022-02-06,Number of paid jobs - 6 days,Z No Match,40750
2022-02-13,Number of paid jobs - 34 days,Total,2320860
2022-02-13,Number of paid jobs - 34 days,A Primary,106380
2022-02-13,Number of paid jobs - 34 days,B Goods Producing,448630
2022-02-13,Number of paid jobs - 34 days,C Services,1708020
2022-02-13,Number of paid jobs - 34 days,Z No Match,57820
2022-02-13,Number of paid jobs - 20 days,Total,2042050
2022-02-13,Number of paid jobs - 20 days,A Primary,82650
2022-02-13,Number of paid jobs - 20 days,B Goods Producing,387080
2022-02-13,Number of paid jobs - 20 days,C Services,1518790
2022-02-13,Number of paid jobs - 20 days,Z No Match,53530
2022-02-13,Number of paid jobs - 6 days,Total,875120
2022-02-13,Number of paid jobs - 6 days,A Primary,37110
2022-02-13,Number of paid jobs - 6 days,B Goods Producing,282740
2022-02-13,Number of paid jobs - 6 days,C Services,514910
2022-02-13,Number of paid jobs - 6 days,Z No Match,40350
2022-02-20,Number of paid jobs - 34 days,Total,2314300
2022-02-20,Number of paid jobs - 34 days,A Primary,106620
2022-02-20,Number of paid jobs - 34 days,B Goods Producing,446720
2022-02-20,Number of paid jobs - 34 days,C Services,1702780
2022-02-20,Number of paid jobs - 34 days,Z No Match,58190
2022-02-20,Number of paid jobs - 20 days,Total,2038300
2022-02-20,Number of paid jobs - 20 days,A Primary,82730
2022-02-20,Number of paid jobs - 20 days,B Goods Producing,384520
2022-02-20,Number of paid jobs - 20 days,C Services,1517030
2022-02-20,Number of paid jobs - 20 days,Z No Match,54030
2022-02-20,Number of paid jobs - 6 days,Total,868080
2022-02-20,Number of paid jobs - 6 days,A Primary,36900
2022-02-20,Number of paid jobs - 6 days,B Goods Producing,278970
2022-02-20,Number of paid jobs - 6 days,C Services,510760
2022-02-20,Number of paid jobs - 6 days,Z No Match,41450
2022-02-27,Number of paid jobs - 34 days,Total,2316160
2022-02-27,Number of paid jobs - 34 days,A Primary,106160
2022-02-27,Number of paid jobs - 34 days,B Goods Producing,446560
2022-02-27,Number of paid jobs - 34 days,C Services,1704800
2022-02-27,Number of paid jobs - 34 days,Z No Match,58640
2022-02-27,Number of paid jobs - 20 days,Total,2041100
2022-02-27,Number of paid jobs - 20 days,A Primary,82960
2022-02-27,Number of paid jobs - 20 days,B Goods Producing,385780
2022-02-27,Number of paid jobs - 20 days,C Services,1521960
2022-02-27,Number of paid jobs - 20 days,Z No Match,50400
2022-02-27,Number of paid jobs - 6 days,Total,863770
2022-02-27,Number of paid jobs - 6 days,A Primary,36950
2022-02-27,Number of paid jobs - 6 days,B Goods Producing,279470
2022-02-27,Number of paid jobs - 6 days,C Services,507060
2022-02-27,Number of paid jobs - 6 days,Z No Match,40290
2022-03-06,Number of paid jobs - 34 days,Total,2322100
2022-03-06,Number of paid jobs - 34 days,A Primary,106640
2022-03-06,Number of paid jobs - 34 days,B Goods Producing,447370
2022-03-06,Number of paid jobs - 34 days,C Services,1708310
2022-03-06,Number of paid jobs - 34 days,Z No Match,59780
2022-03-06,Number of paid jobs - 20 days,Total,2038480
2022-03-06,Number of paid jobs - 20 days,A Primary,82740
2022-03-06,Number of paid jobs - 20 days,B Goods Producing,384200
2022-03-06,Number of paid jobs - 20 days,C Services,1518340
2022-03-06,Number of paid jobs - 20 days,Z No Match,53200
2022-03-06,Number of paid jobs - 6 days,Total,865310
2022-03-06,Number of paid jobs - 6 days,A Primary,36350
2022-03-06,Number of paid jobs - 6 days,B Goods Producing,279860
2022-03-06,Number of paid jobs - 6 days,C Services,506170
2022-03-06,Number of paid jobs - 6 days,Z No Match,42930
2022-03-13,Number of paid jobs - 34 days,Total,2314030
2022-03-13,Number of paid jobs - 34 days,A Primary,104890
2022-03-13,Number of paid jobs - 34 days,B Goods Producing,444370
2022-03-13,Number of paid jobs - 34 days,C Services,1705610
2022-03-13,Number of paid jobs - 34 days,Z No Match,59160
2022-03-13,Number of paid jobs - 20 days,Total,2036640
2022-03-13,Number of paid jobs - 20 days,A Primary,81990
2022-03-13,Number of paid jobs - 20 days,B Goods Producing,383170
2022-03-13,Number of paid jobs - 20 days,C Services,1518420
2022-03-13,Number of paid jobs - 20 days,Z No Match,53060
2022-03-13,Number of paid jobs - 6 days,Total,866010
2022-03-13,Number of paid jobs - 6 days,A Primary,36660
2022-03-13,Number of paid jobs - 6 days,B Goods Producing,278900
2022-03-13,Number of paid jobs - 6 days,C Services,508980
2022-03-13,Number of paid jobs - 6 days,Z No Match,41480
2022-03-20,Number of paid jobs - 34 days,Total,2319270
2022-03-20,Number of paid jobs - 34 days,A Primary,105350
2022-03-20,Number of paid jobs - 34 days,B Goods Producing,443880
2022-03-20,Number of paid jobs - 34 days,C Services,1712140
2022-03-20,Number of paid jobs - 34 days,Z No Match,57900
2022-03-20,Number of paid jobs - 20 days,Total,2037890
2022-03-20,Number of paid jobs - 20 days,A Primary,81620
2022-03-20,Number of paid jobs - 20 days,B Goods Producing,381880
2022-03-20,Number of paid jobs - 20 days,C Services,1520800
2022-03-20,Number of paid jobs - 20 days,Z No Match,53590
2022-03-20,Number of paid jobs - 6 days,Total,856750
2022-03-20,Number of paid jobs - 6 days,A Primary,35570
2022-03-20,Number of paid jobs - 6 days,B Goods Producing,275880
2022-03-20,Number of paid jobs - 6 days,C Services,503590
2022-03-20,Number of paid jobs - 6 days,Z No Match,41710
2022-03-27,Number of paid jobs - 34 days,Total,2322860
2022-03-27,Number of paid jobs - 34 days,A Primary,104680
2022-03-27,Number of paid jobs - 34 days,B Goods Producing,443970
2022-03-27,Number of paid jobs - 34 days,C Services,1715890
2022-03-27,Number of paid jobs - 34 days,Z No Match,58320
2022-03-27,Number of paid jobs - 20 days,Total,2043040
2022-03-27,Number of paid jobs - 20 days,A Primary,81320
2022-03-27,Number of paid jobs - 20 days,B Goods Producing,381840
2022-03-27,Number of paid jobs - 20 days,C Services,1525750
2022-03-27,Number of paid jobs - 20 days,Z No Match,54130
2022-03-27,Number of paid jobs - 6 days,Total,872930
2022-03-27,Number of paid jobs - 6 days,A Primary,35920
2022-03-27,Number of paid jobs - 6 days,B Goods Producing,277640
2022-03-27,Number of paid jobs - 6 days,C Services,517220
2022-03-27,Number of paid jobs - 6 days,Z No Match,42160
2022-04-03,Number of paid jobs - 34 days,Total,2339140
2022-04-03,Number of paid jobs - 34 days,A Primary,105180
2022-04-03,Number of paid jobs - 34 days,B Goods Producing,448410
2022-04-03,Number of paid jobs - 34 days,C Services,1725270
2022-04-03,Number of paid jobs - 34 days,Z No Match,60290
2022-04-03,Number of paid jobs - 20 days,Total,2049490
2022-04-03,Number of paid jobs - 20 days,A Primary,81290
2022-04-03,Number of paid jobs - 20 days,B Goods Producing,385060
2022-04-03,Number of paid jobs - 20 days,C Services,1529350
2022-04-03,Number of paid jobs - 20 days,Z No Match,53800
2022-04-03,Number of paid jobs - 6 days,Total,874640
2022-04-03,Number of paid jobs - 6 days,A Primary,35920
2022-04-03,Number of paid jobs - 6 days,B Goods Producing,276830
2022-04-03,Number of paid jobs - 6 days,C Services,518620
2022-04-03,Number of paid jobs - 6 days,Z No Match,43270
2022-04-10,Number of paid jobs - 34 days,Total,2320720
2022-04-10,Number of paid jobs - 34 days,A Primary,103230
2022-04-10,Number of paid jobs - 34 days,B Goods Producing,444740
2022-04-10,Number of paid jobs - 34 days,C Services,1714250
2022-04-10,Number of paid jobs - 34 days,Z No Match,58510
2022-04-10,Number of paid jobs - 20 days,Total,2040640
2022-04-10,Number of paid jobs - 20 days,A Primary,80250
2022-04-10,Number of paid jobs - 20 days,B Goods Producing,383060
2022-04-10,Number of paid jobs - 20 days,C Services,1525250
2022-04-10,Number of paid jobs - 20 days,Z No Match,52080
2022-04-10,Number of paid jobs - 6 days,Total,819650
2022-04-10,Number of paid jobs - 6 days,A Primary,33190
2022-04-10,Number of paid jobs - 6 days,B Goods Producing,266280
2022-04-10,Number of paid jobs - 6 days,C Services,479480
2022-04-10,Number of paid jobs - 6 days,Z No Match,40700
2022-04-17,Number of paid jobs - 34 days,Total,2322580
2022-04-17,Number of paid jobs - 34 days,A Primary,103400
2022-04-17,Number of paid jobs - 34 days,B Goods Producing,445440
2022-04-17,Number of paid jobs - 34 days,C Services,1718660
2022-04-17,Number of paid jobs - 34 days,Z No Match,55090
2022-04-17,Number of paid jobs - 20 days,Total,2039740
2022-04-17,Number of paid jobs - 20 days,A Primary,79460
2022-04-17,Number of paid jobs - 20 days,B Goods Producing,383780
2022-04-17,Number of paid jobs - 20 days,C Services,1523990
2022-04-17,Number of paid jobs - 20 days,Z No Match,52510
2022-04-17,Number of paid jobs - 6 days,Total,855800
2022-04-17,Number of paid jobs - 6 days,A Primary,35060
2022-04-17,Number of paid jobs - 6 days,B Goods Producing,273300
2022-04-17,Number of paid jobs - 6 days,C Services,507760
2022-04-17,Number of paid jobs - 6 days,Z No Match,39680
2022-04-24,Number of paid jobs - 34 days,Total,2327390
2022-04-24,Number of paid jobs - 34 days,A Primary,103610
2022-04-24,Number of paid jobs - 34 days,B Goods Producing,446430
2022-04-24,Number of paid jobs - 34 days,C Services,1719510
2022-04-24,Number of paid jobs - 34 days,Z No Match,57830
2022-04-24,Number of paid jobs - 20 days,Total,2045180
2022-04-24,Number of paid jobs - 20 days,A Primary,80400
2022-04-24,Number of paid jobs - 20 days,B Goods Producing,384660
2022-04-24,Number of paid jobs - 20 days,C Services,1524570
2022-04-24,Number of paid jobs - 20 days,Z No Match,55550
2022-04-24,Number of paid jobs - 6 days,Total,870420
2022-04-24,Number of paid jobs - 6 days,A Primary,35850
2022-04-24,Number of paid jobs - 6 days,B Goods Producing,278520
2022-04-24,Number of paid jobs - 6 days,C Services,513710
2022-04-24,Number of paid jobs - 6 days,Z No Match,42340
2022-05-01,Number of paid jobs - 34 days,Total,2331930
2022-05-01,Number of paid jobs - 34 days,A Primary,104770
2022-05-01,Number of paid jobs - 34 days,B Goods Producing,449300
2022-05-01,Number of paid jobs - 34 days,C Services,1719200
2022-05-01,Number of paid jobs - 34 days,Z No Match,58660
2022-05-01,Number of paid jobs - 20 days,Total,2043200
2022-05-01,Number of paid jobs - 20 days,A Primary,81330
2022-05-01,Number of paid jobs - 20 days,B Goods Producing,386470
2022-05-01,Number of paid jobs - 20 days,C Services,1523210
2022-05-01,Number of paid jobs - 20 days,Z No Match,52190
2022-05-01,Number of paid jobs - 6 days,Total,874360
2022-05-01,Number of paid jobs - 6 days,A Primary,36380
2022-05-01,Number of paid jobs - 6 days,B Goods Producing,280700
2022-05-01,Number of paid jobs - 6 days,C Services,513930
2022-05-01,Number of paid jobs - 6 days,Z No Match,43350
2022-05-08,Number of paid jobs - 34 days,Total,2328130
2022-05-08,Number of paid jobs - 34 days,A Primary,102190
2022-05-08,Number of paid jobs - 34 days,B Goods Producing,444600
2022-05-08,Number of paid jobs - 34 days,C Services,1722610
2022-05-08,Number of paid jobs - 34 days,Z No Match,58720
2022-05-08,Number of paid jobs - 20 days,Total,2050540
2022-05-08,Number of paid jobs - 20 days,A Primary,79550
2022-05-08,Number of paid jobs - 20 days,B Goods Producing,384120
2022-05-08,Number of paid jobs - 20 days,C Services,1534070
2022-05-08,Number of paid jobs - 20 days,Z No Match,52800
2022-05-08,Number of paid jobs - 6 days,Total,876670
2022-05-08,Number of paid jobs - 6 days,A Primary,35730
2022-05-08,Number of paid jobs - 6 days,B Goods Producing,277700
2022-05-08,Number of paid jobs - 6 days,C Services,519190
